epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
312,11142.538788867918,11142.538788867918,11222.444760067228,11222.444760067228
313,11090.380791879086,11090.380791879086,11478.715573283536,11478.715573283536
314,11199.326940477116,11199.326940477116,11306.656283443921,11306.656283443921
315,10956.93419938901,10956.93419938901,11597.960281695108,11597.960281695108
316,11385.664637127375,11385.664637127375,11137.990220693397,11137.990220693397
317,11042.926459249495,11042.926459249495,13452.997032460062,13452.997032460062
318,11260.930477384612,11260.930477384612,11235.22656037175,11235.22656037175
319,11258.44470686099,11258.44470686099,11680.440069405258,11680.440069405258
320,11148.64580819972,11148.64580819972,12078.349035355697,12078.349035355697
321,11081.116415857527,11081.116415857527,12406.247502651191,12406.247502651191
322,10989.778766636831,10989.778766636831,12045.534769212622,12045.534769212622
323,11136.921887465462,11136.921887465462,11677.561540767532,11677.561540767532
324,10945.55719731427,10945.55719731427,11764.087165499981,11764.087165499981
325,11337.4379597019,11337.4379597019,11229.291129942403,11229.291129942403
326,11189.962371332114,11189.962371332114,11372.058589493501,11372.058589493501
327,11089.583044600813,11089.583044600813,11418.846685768212,11418.846685768212
328,11041.567202823397,11041.567202823397,11379.991665774829,11379.991665774829
329,11203.172036746964,11203.172036746964,11481.236603581297,11481.236603581297
330,10979.280414206005,10979.280414206005,11450.87399120972,11450.87399120972
331,10959.07318837319,10959.07318837319,11514.639504324603,11514.639504324603
332,10985.180138992937,10985.180138992937,11404.905213694496,11404.905213694496
333,11027.120925314252,11027.120925314252,12725.302292307168,12725.302292307168
334,11041.010526930262,11041.010526930262,13379.322881601222,13379.322881601222
335,11107.710267405433,11107.710267405433,11271.962832858228,11271.962832858228
336,10987.190429079428,10987.190429079428,12294.139931798723,12294.139931798723
337,11071.89801489045,11071.89801489045,11355.689973329992,11355.689973329992
338,10996.083072876128,10996.083072876128,11289.827631550144,11289.827631550144
339,10991.03526448669,10991.03526448669,22994.251082366904,22994.251082366904
340,10896.559472413022,10896.559472413022,11569.85940297128,11569.85940297128
341,10870.746843501907,10870.746843501907,11495.702429062403,11495.702429062403
342,10919.924729134642,10919.924729134642,11387.009602661892,11387.009602661892
343,10891.685989550902,10891.685989550902,11584.191794503522,11584.191794503522
344,10903.28245154888,10903.28245154888,11624.698488456375,11624.698488456375
345,11077.50562465948,11077.50562465948,12138.356756036932,12138.356756036932
346,11006.915821650256,11006.915821650256,11333.299739623872,11333.299739623872
347,10918.274820254124,10918.274820254124,14344.853856752996,14344.853856752996
348,11192.008647381888,11192.008647381888,11339.321822949098,11339.321822949098
349,11178.183741511324,11178.183741511324,11320.064908874436,11320.064908874436
350,10806.307468210032,10806.307468210032,11204.346787620156,11204.346787620156
351,10697.183680704195,10697.183680704195,11490.171154435515,11490.171154435515
352,10974.560804089158,10974.560804089158,13017.245733619775,13017.245733619775
353,10901.885685028798,10901.885685028798,11454.384186741127,11454.384186741127
354,10856.89677989765,10856.89677989765,12708.250217081453,12708.250217081453
355,10879.737415356476,10879.737415356476,11706.060626836375,11706.060626836375
356,10987.475961117489,10987.475961117489,13401.716227112196,13401.716227112196
357,10920.606298159246,10920.606298159246,11216.509110732215,11216.509110732215
358,10948.238700211123,10948.238700211123,11688.000580404052,11688.000580404052
359,10926.754221839003,10926.754221839003,11543.651448365017,11543.651448365017
360,10818.736500817247,10818.736500817247,11780.582518011071,11780.582518011071
361,10768.370151847565,10768.370151847565,12074.495698199622,12074.495698199622
362,11224.781979077483,11224.781979077483,12983.037445790444,12983.037445790444
363,10920.85229735416,10920.85229735416,12568.791148184542,12568.791148184542
